,NX035,NX026,NX030,NX020,NX023,NX034,NX031,NX022,NX032,NX025,NX036,NX019,NX029,NX021,NX033,NX027,NX037,NX038,NX028,NX024
GSTT1,-0.19,0.24,0.05,-1.06,-0.58,-0.36,-1.28,0.98,-0.47,-0.09,-0.11,0.65,0.02,0.02,-0.85,-0.46,-0.15,0.13,0.05,-0.03
GSTT2B,0.44,0.22,-0.35,1.87,-0.43,-0.06,-0.29,-0.18,-0.08,0.59,-0.08,-0.51,0.33,-0.48,-0.17,0.37,0.1,-0.25,-0.03,-0.58
GSTZ1,0.05,0.02,0.88,0.69,-0.17,0.18,0.28,0.29,0.36,-0.35,0.58,-0.12,0.12,0.37,0.39,0.05,0.23,0.2,0.08,0.29
GTDC1,-0.05,0.52,0.2,0.18,0.52,0,-0.33,0.31,0.17,0.14,-0.17,-0.23,-0.19,0.13,-0.27,0.02,0.15,0,0.07,0.11
GTF2A1,0.11,-0.04,-0.45,-0.18,-0.55,0.08,0.14,-0.32,4.54,-0.22,-0.21,0.11,-0.03,-0.4,-0.24,-0.02,-0.16,0.02,-0.08,-0.3
GTF2A2,0.09,-0.53,0.29,-0.08,0.25,-0.24,0.08,0.07,0.01,0.24,-0.15,0.81,0.12,0.15,0.03,0.07,-0.03,-0.14,0.31,0.26
GTF2B,0.27,0.13,0.21,0.26,-0.09,0.26,0.3,0,0.16,-0.03,0.11,0.44,0.12,0.29,0.07,0.09,0.16,0.24,0.05,0.31
GTF2E1,0.25,0.38,-0.1,-0.09,0.25,0.1,0.16,-0.19,0.27,0.61,-0.15,-0.14,-0.07,0.06,0.25,0.07,0.35,-0.21,0.26,0.01
GTF2E2,0.03,-0.06,0.21,-0.29,0.11,0.33,0.15,-0.52,0.21,0.3,0.44,-0.44,-0.09,0.18,0.64,-0.3,0.07,0.14,0.14,-0.02
GTF2F1,0.18,-0.08,0.27,0.1,-0.11,0.19,0.24,-0.17,-0.02,-0.09,0.22,-0.66,-0.01,0.11,-0.01,0.11,-0.07,0.09,0.24,-0.02
GTF2F2,0.22,-0.17,0.43,0.14,-0.17,0.32,0.24,-0.08,0.26,0.04,0.37,-0.62,-0.02,0.45,0.35,0.15,0.19,0.13,0.48,0.18
GTF2H1,0.05,0.01,0.14,0.34,0.23,0.14,0.34,-0.08,0.06,-0.1,0.19,-0.08,-0.01,0.27,0.18,0,0.06,-0.01,0.06,0.29
GTF2H2,0.06,0.26,0.16,0.2,0.15,-0.07,-0.15,0.07,0,-0.04,-0.25,-0.25,-0.22,0.26,-0.11,0.28,-0.21,0.27,0.13,0.24
GTF2H3,-0.28,0.35,0.07,0.33,-0.18,0.09,0.28,0.12,0.14,0.02,0.06,0.16,-0.09,0.26,-0.11,0.3,0.13,0.19,-0.2,0.56
GTF2H4,-0.01,0.61,0.26,0.06,-0.14,-0.46,0.04,0.07,-0.18,0.35,-0.08,-0.02,-0.04,0.01,-0.1,0,-0.28,-0.27,-0.05,0.11
GTF2H5,0.23,-0.01,0.36,0.19,-0.2,0.12,0.34,NA,-0.49,0.55,0.13,0.29,-0.09,-0.02,0.36,-0.12,0.05,0.23,0.45,0.66
GTF2I,0.33,0.02,0.19,0.27,-0.15,0.07,0.02,0,-0.27,-0.08,-0.41,-0.18,0.2,0.15,-0.54,0.09,-0.43,-0.22,0.26,-0.09
GTF2IRD1,-0.18,0.88,-0.31,0.03,-0.13,-0.08,-0.29,0.16,-0.11,0.46,-0.24,0.18,0.16,-0.2,0,-0.11,-0.23,0.23,NA,0.27
GTF2IRD2,0.5,1.02,0.77,0.22,0.49,-0.08,NA,0.63,-0.06,0.41,NA,0.06,0.11,0.05,-0.61,0.5,0.21,-0.05,0.71,0.29
GTF3A,-0.02,-0.83,-0.46,-0.21,0.22,0.04,-0.49,-0.33,-0.27,-0.53,-0.12,-0.75,0.02,-0.24,0.25,-0.16,-0.17,-0.4,-0.3,0.02
GTF3C1,0.2,0.02,0.36,0.01,0.07,0.04,0.19,-0.07,0.1,0.01,-0.07,0.01,0.12,0.28,-0.07,0.31,-0.07,0.1,0.12,0.3
GTF3C2,0.03,0.01,0.22,0.24,-0.16,0.07,0.16,-0.08,0.04,0.09,-0.06,-0.09,0.23,0.15,-0.08,0.06,0.01,0.07,0.25,0.13
GTF3C3,0.15,0.11,0.31,0.04,0.02,0.11,0.07,-0.11,0.08,0.05,-0.3,-0.03,0.25,0.18,0.02,0.12,-0.18,0,0.22,0.07
GTF3C4,0.2,0.18,0.48,0.13,0.11,0.15,0.18,0.11,0.04,0.26,-0.12,-0.01,0.11,0.36,-0.15,0.18,0.04,0.16,0.18,0.16
GTF3C5,0.06,-0.11,0.19,0,0,0.15,0.24,-0.06,0.21,0.01,0.11,-0.28,0.1,0.05,0.21,0.1,0.13,0.12,0.14,0.01
GTF3C6,-0.14,0.14,-0.04,-0.27,-0.21,0.37,-0.46,-0.23,-0.47,0.55,-0.18,-2.1,0.41,-0.31,-0.19,0.54,-0.11,0.03,0.21,-0.41
GTPBP1,-0.09,-0.18,0.12,-0.19,0.2,0,-0.05,0.07,0.21,-0.01,0.04,-0.06,-0.28,-0.05,-0.06,-0.03,-0.04,0.03,-0.17,0.06
GTPBP10,-0.03,-0.03,0.03,0.2,-0.45,-0.25,-0.4,-0.05,-0.36,0.05,-0.08,-0.22,0.33,0.12,0.03,-0.14,-0.07,-0.09,0.21,-0.13
GTPBP2,0.63,-0.09,-0.18,0.02,0.18,0.26,0.17,0.77,0.63,0.09,0.24,-0.17,0.07,-0.09,-0.06,0.06,0.26,0.02,0.14,0.64
GTPBP3,-0.23,0.83,-0.04,0.05,-0.44,0.92,-1.15,0.37,0.35,-0.27,-0.72,0.19,-0.1,-0.32,0.35,0.38,-0.2,-0.32,0.43,-0.37
GTPBP4,-0.34,-0.17,-0.38,-0.09,-0.39,-0.7,-0.58,-0.29,-0.31,-0.53,-0.66,0.02,-0.03,-0.58,-0.41,0.18,-0.67,-0.57,-0.41,-0.2
GTPBP6,0.15,0.22,0.33,0.59,-0.3,0.05,-0.21,-0.05,-0.24,-0.37,0.13,0.68,-0.12,0,-0.47,0.08,-0.14,0.15,0.14,0
GTPBP8,0.09,1.03,0.07,-0.04,0.55,-0.27,-0.18,NA,0.14,-0.05,0.05,0.3,0.15,0.11,-0.03,-0.04,-0.23,-0.2,-0.34,0.02
GTSE1,-0.23,-0.24,-0.83,-1.18,0.01,-0.8,-1.55,-0.21,0.06,-0.24,-1,-0.3,0.08,-0.56,-0.41,-0.14,-0.81,-1.43,-0.55,-0.49
GTSF1,-0.49,NA,-0.72,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.33,NA,NA,-0.19,NA,NA,NA,NA
GUCY1A1,-0.61,-0.28,-0.74,0.08,-0.6,-0.46,-0.56,0.17,-0.49,-0.21,-0.12,0.34,-0.57,-0.68,-0.14,-0.47,-0.14,-0.39,-0.49,-0.23
GUCY1A2,-0.38,-1.02,-0.01,-0.08,-1.4,-0.81,-0.62,0.78,-0.81,-0.66,-0.8,0.53,-0.44,0.15,-1.37,-0.29,-0.47,-0.62,-0.07,-0.24
GUCY1B1,-0.71,-0.86,-0.33,-0.06,-0.74,-0.53,-0.53,0.4,-0.9,-0.45,-0.31,0.41,-0.67,-0.31,-0.52,-0.54,-0.43,-0.45,0.01,-0.45
GUF1,0.14,0.06,-0.21,0.22,0.03,-0.15,0.23,0.17,-0.12,0.12,0.24,0.14,-0.04,-0.06,0.22,0.24,0.15,0.05,0.15,-0.14
GUK1,0.07,-0.11,-0.1,0.35,0.39,-0.02,0.05,0.17,0.3,0.29,-0.12,0.44,0.09,-0.23,-0.16,-0.07,-0.02,-0.23,-0.11,0
GULP1,0.28,-0.2,0.4,0.56,0.48,-0.15,-0.2,0.35,-0.2,0.15,-0.14,0.73,0.18,0.21,-0.07,0.11,0.08,0.11,0.28,0.35
GUSB,0.9,-0.14,1.54,1.26,0.33,0.77,1.17,0.11,0.56,-0.24,1.5,0.04,0.51,1.18,0.4,0.54,0.5,0.87,0.29,1
GXYLT1,0.02,-0.33,-0.21,0.23,-0.3,-0.16,-0.35,-0.01,0.19,0.2,-0.14,-0.06,0.22,0.47,-0.19,0.22,-0.03,-0.08,0.24,0.3
GYG1,-0.52,-0.63,-0.6,-0.64,-0.48,-0.59,-0.5,-0.12,-0.51,-0.56,-0.64,0.07,-0.53,-0.65,-0.49,-0.35,-0.26,-0.49,-0.63,-0.42
GYG2,0.22,0.76,-0.12,-0.17,-0.34,-0.11,-0.04,-0.54,0.04,0.13,-0.19,-0.15,-0.12,0.13,-0.23,-0.11,-0.09,0.12,-0.62,0.14
GYPA,-0.16,2.08,0.19,0.84,0.03,0.45,1.32,NA,-0.19,0.06,0.21,-0.11,0.26,-0.39,-0.6,0.12,0.08,1.8,0.62,0.28
GYPC,1.41,2.61,0.22,0.97,0.67,-0.06,1.31,1.67,1.12,2.32,0.39,1.46,0.48,0.96,0.62,1.4,1.45,1.69,1.39,0.96
GYS1,-0.36,0.14,-0.3,-0.29,-0.01,0.14,0.01,-0.38,0.15,-0.25,0.6,-0.28,-0.34,-0.35,0.63,-0.37,0.09,0.08,-0.4,-0.35
GZF1,NA,-0.51,0.06,NA,0.42,0.19,0.24,0.17,-0.09,-0.13,0.43,-0.26,0.54,-0.16,-0.81,NA,-0.65,NA,-0.12,-0.27
GZMA,2.11,3.03,0.23,-0.33,3.92,3.25,2.03,0.66,3.64,2.88,3.2,-0.99,0.58,0.36,3.1,0.4,3.38,2.91,0.28,3.3
GZMB,NA,NA,0.13,-1.47,4.79,3.85,1.82,0.45,4.18,2.51,3.03,NA,NA,NA,3.56,NA,3.67,2.97,NA,NA
GZMH,1.39,1.29,-0.4,-0.6,3.09,1.65,0.88,NA,3.01,NA,1.05,-0.2,0.82,NA,1.91,0.45,NA,1.62,NA,NA
GZMK,0.58,NA,0.04,NA,2.14,0.98,0.19,0.57,1.01,1.06,0.75,NA,-0.84,-0.38,1.04,0.61,NA,NA,NA,0.96
H1F0,-0.14,0.57,-0.07,0.94,-0.04,-0.88,-0.48,0.62,-0.4,-0.13,-1.13,1.36,0.2,-0.57,-1.42,0.84,-0.36,0.3,-0.1,0.25
H1FX,-0.41,0.22,-0.16,0.91,-0.42,-0.41,-0.07,0.69,-0.34,-0.92,-1.02,1.98,-0.05,-0.65,-1.12,0.88,-0.46,-0.17,0.02,-0.05
H2AFV,-0.58,-0.22,-0.99,0.46,-0.92,-0.85,-0.75,0.11,-0.62,-0.96,-1.03,0.66,0.05,-0.49,-1.5,0.45,-0.52,-0.27,-0.03,0
H2AFX,0.38,-0.63,0.19,0.16,0.08,-0.09,-0.01,-0.38,-0.1,-0.22,-0.46,1.06,-0.11,0.15,-0.45,0.02,-0.1,0.27,0.06,0.56
H2AFY,-0.54,0.26,-0.6,0.04,-0.55,-0.78,-0.7,-0.23,-0.6,-0.23,-0.63,-0.1,-0.17,-0.43,-0.72,0.29,-0.61,-0.38,-0.14,0.19
H2AFY2,-0.12,0.87,0.57,0.85,0.27,-0.07,0.08,0.36,-0.22,0.42,-0.14,0.29,0.23,0.21,-0.41,0.49,-0.03,0.03,0.38,0.56
H3.Y,NA,NA,NA,1.79,NA,NA,0.5,NA,NA,NA,1.02,5.6,0.02,NA,-0.76,NA,-0.13,1.49,NA,NA
H3F3A,1.08,-0.38,-0.15,2.45,-0.53,-0.04,0.13,7.34,-0.11,-1.08,0.74,4.03,1.08,2.62,-0.44,0.01,-0.35,-0.95,1.56,5.13
H6PD,0.51,0.7,0.39,0.55,0.7,0.32,0.3,0.34,0.19,0.41,0.28,0.54,0.12,0.25,0.54,0.32,0.26,0.45,0.2,0.4
HAAO,0.35,-0.24,0.47,0.75,0.02,-0.1,0.05,0.87,-0.06,-0.09,-0.03,1.54,0.36,0.34,-0.25,0.09,0.24,0.34,0.43,0.58
HABP2,0.63,-0.07,0.2,0.32,0.97,0,1.07,0.14,0.92,0.41,0.12,-0.16,-0.07,0.28,0.45,0.42,0.53,0.51,-0.08,0.11
HABP4,-0.11,-0.4,-0.23,-0.33,0.17,-0.27,-0.03,-0.04,-0.31,0.06,-0.33,0.36,-0.11,-0.12,-0.29,-0.04,-0.23,-0.48,0.18,0.06
HACD2,0.14,-0.53,0.47,-0.61,-0.42,-0.15,0.27,-0.37,0.06,-0.53,0,0.29,0.02,0.08,0.04,-0.04,0.31,0.3,0.08,-0.24
HACD3,-0.2,0.15,0.3,-0.42,-0.57,-0.33,0.16,-0.14,-0.22,-0.01,-0.19,0.24,-0.07,0.06,-0.01,-0.22,-0.68,0.08,0.42,-0.2
HACE1,0.07,0.4,0.06,0.01,0.2,-0.71,-0.09,0.22,-0.22,-0.16,0.2,0.66,-0.31,-0.48,-0.16,0.04,-0.03,-0.34,-0.35,-0.19
HACL1,-0.46,0.04,-0.47,-0.21,-0.43,-0.29,-0.42,-0.35,-0.24,-0.18,-0.24,-0.01,0.02,-0.41,0.01,-0.4,-0.43,-0.36,-0.21,-0.32
HADH,-0.27,-0.53,0.1,0.32,-0.57,-0.61,-0.16,-0.13,-0.53,-0.76,-0.62,0.12,0.06,-0.05,-0.6,-0.13,-0.07,-0.36,-0.51,-0.51
HADHA,-0.05,-0.19,0.23,0.2,-0.16,0.15,0.12,0.11,0.25,-0.04,0.5,-0.16,0.34,0.14,0.41,-0.06,0.25,0.28,-0.07,0.01
HADHB,-0.06,-0.23,0.19,0.23,-0.3,0.13,0.05,0,0.07,-0.16,0.41,-0.11,0.41,0.08,0.35,-0.09,0.19,0.13,-0.08,0.1
HAGH,-0.16,0.14,-0.41,0.03,-0.15,-0.26,-0.37,0.16,0.09,-0.01,-0.06,-0.01,-0.03,-0.17,0.23,-0.16,0.08,0.03,-0.28,0.09
HAND2,1.46,NA,1.45,0.22,1.78,1.63,1.88,NA,1.43,NA,1.17,NA,NA,1.4,1.3,0.98,NA,1.34,0.98,0.94
HAPLN1,-0.56,-0.73,-1.3,0.17,0.39,0.29,-0.46,-0.63,1.32,-0.85,0.17,-0.34,0.07,-0.6,0.94,0.25,0.36,-0.13,-0.61,-0.66
HAPLN3,-0.34,-0.79,-2.02,-0.74,-0.61,-1.2,-2.18,-0.68,-0.78,-0.52,-2,-0.52,0.44,-1.2,-1.48,0.71,-0.7,-0.81,-0.37,-0.73
HARS,-0.1,-0.39,0.08,-0.3,-0.04,0.13,-0.06,-0.24,0.31,0.14,0.22,-0.17,-0.25,0.16,0.04,-0.02,-0.01,-0.12,0,0
HARS2,0.12,0.15,0.08,0.08,-0.04,0.07,0.03,0.04,-0.04,0.09,0.04,0.21,0.31,0.03,0.01,0.02,0.1,-0.02,0.42,0.15
HASPIN,NA,NA,NA,NA,0.19,NA,NA,0.27,NA,-0.44,NA,1.36,0.39,NA,0.98,NA,NA,NA,-0.04,NA
HAT1,0.09,0.08,-0.27,-0.54,-0.11,-0.33,-0.37,-0.29,-0.39,-0.1,-0.31,-0.13,0.24,0.13,-0.11,0.04,-0.59,-0.55,0.01,-0.53
HAUS1,0.23,0.42,-0.07,-0.13,0.17,0.04,-0.11,0.06,0.2,-0.14,-0.27,0.04,0.05,-0.19,0.08,0.38,-0.09,-0.11,-0.04,-0.08
HAUS2,0.25,0.49,-0.15,-0.21,0.03,0.02,-0.11,-0.23,-0.04,-0.27,0.16,-0.22,-0.05,0.17,0.02,0.07,-0.25,0.05,0.07,0.26
HAUS3,0.11,0.17,-0.22,-0.13,-0.01,0.02,-0.12,-0.01,-0.1,-0.05,-0.19,0.2,0.11,0.01,-0.29,-0.06,-0.06,-0.06,0.19,-0.07
HAUS4,0.1,0.42,-0.12,-0.04,0.05,-0.14,-0.29,-0.08,-0.04,-0.3,-0.29,0,-0.16,-0.09,-0.1,0.09,-0.11,-0.26,0.25,0.02
HAUS5,-0.02,0.29,-0.04,-0.22,-0.16,0,-0.26,0.01,-0.22,-0.01,-0.36,0.54,-0.13,0.07,-0.01,0.15,-0.08,-0.02,0.12,0.16
HAUS6,0.01,-0.24,0.01,-0.37,0.28,0.12,-0.14,-0.12,-0.04,0.22,-0.07,-0.23,-0.11,-0.02,-0.04,0.01,-0.1,-0.4,0.16,0.07
HAUS7,0.09,-0.82,-0.36,-0.29,-0.03,0.17,-0.26,-0.32,0.11,0.62,-0.18,0.09,0.03,-0.07,0.16,0.04,0.04,0.02,0.16,0.03
HAUS8,0.51,0.33,-0.34,-0.16,-0.15,-0.1,0.09,-0.4,0.04,-0.81,0,-0.52,0,-0.19,-0.16,0.05,-0.34,0.16,0.21,-0.18
HAVCR2,NA,NA,-0.3,NA,2.34,NA,0.78,-0.73,0.65,0.71,1.21,-0.84,-0.14,NA,2.06,NA,NA,NA,-0.09,NA
HAX1,-0.32,-0.52,-0.24,-0.28,-0.31,-0.44,-0.2,-0.09,-0.62,-0.46,-0.31,-0.52,0.03,-0.22,-0.25,-0.31,-0.46,-0.68,-0.08,-0.56
HBA1,0.95,3.14,-0.81,-0.22,0.79,-0.24,1.36,1.72,0.4,1.67,-0.38,-0.39,0.8,-0.71,-0.66,1.33,0.53,1.42,1.41,0.2
HBB,0.93,2.72,-1,-0.26,0.39,-0.32,1.13,1.44,0.24,1.63,-0.68,-0.41,0.58,-0.8,-0.73,1.37,0.38,1.15,1.08,0.35
HBD,0.66,2.55,-1.17,-0.35,0.55,-0.53,1.15,1.52,0.15,1.4,-0.79,-0.39,0.91,-0.68,-0.83,1.36,0.2,1.37,1.76,0.11
HBG1,-1.17,3.53,-1.16,-0.57,2.23,-1.56,0.74,-0.04,0.81,3.2,-0.59,-0.73,1.06,-1.7,-1.28,0.85,1.48,-0.35,1.87,-1.54
HBG2,1.53,3.66,-2.25,-1.95,0.97,-0.57,1.68,1.13,0.45,0.81,0.46,-1.79,0.71,-1.6,0.26,1.15,0.83,0.16,-0.17,-2.38
HBM,NA,1.77,-1.11,-0.66,0.79,NA,0.9,1,0.03,1.02,-0.09,-0.59,0.43,-0.05,-0.19,NA,0.74,1.07,0.69,0.42
HBP1,-0.18,0.89,0.83,0.81,-0.14,0.47,0.48,0.35,-0.04,0.22,0.24,1.3,0.13,0.31,0.04,-0.09,0.34,0.65,0.41,0.26
HBQ1,0.9,3,-0.19,-0.03,1.26,0.08,1.04,1.33,0.97,1.37,-0.5,0.12,0.72,-0.44,-0.66,1.25,0.55,1.67,1.11,1.11
HBS1L,-0.08,-0.03,-0.1,-0.06,0.07,-0.12,-0.17,0,-0.17,-0.01,-0.12,0.07,-0.09,0,0.01,-0.12,-0.11,-0.06,-0.09,-0.04
HBZ,0.25,3.66,-0.61,0.02,0.64,-0.14,1.94,1.68,0.63,1.49,-0.52,0.26,1.07,-0.24,-0.63,1.1,-0.39,0.67,0.55,0.11
HCCS,-0.19,-0.48,-0.28,-0.45,-0.22,-0.48,-0.14,-0.53,-0.22,-0.16,-0.29,-0.76,-0.18,-0.13,0.01,-0.25,-0.26,-0.26,-0.4,-0.41
HCFC1,0.16,-0.02,0.39,0.27,0.06,-0.03,0.08,0.07,-0.07,0.05,-0.01,0.48,0.19,0.16,-0.2,0.09,0.14,0.23,0.13,0.21
HCFC2,0.2,0.28,-0.56,0,0.35,0.21,0.48,0.18,0.15,0.09,0.44,0.6,0,0.18,0,0.02,0.19,0.2,0.1,0.25
HCK,-0.42,0.14,-0.42,-0.71,0.63,0.24,-0.06,-0.37,0.23,-0.03,0.31,-0.21,0.01,-0.53,0.39,0.18,0.06,0.07,-0.24,-0.26
HCLS1,-0.38,-0.29,-0.87,-0.52,1.41,0.28,-0.41,-0.23,0.36,0.2,0.11,-0.86,0.05,-0.55,0.44,0.14,0.05,0.05,-0.26,0.15
HDAC1,0.11,-0.33,0.31,0.01,0,0.19,0.33,-0.09,0.18,-0.28,-0.01,-0.15,0.24,0.11,0.19,-0.12,0.28,0.26,0.1,-0.03
HDAC10,0.05,-0.1,-0.06,-0.54,0.43,0.49,0.32,-0.27,0.28,-0.04,0.32,-0.48,-0.29,-0.01,-0.22,0.12,-0.41,0.44,-0.38,0.1
HDAC11,NA,-0.36,-0.27,0.11,0.46,NA,0.34,NA,-0.36,NA,0.12,NA,-0.55,NA,NA,NA,-0.26,-0.18,NA,NA
HDAC2,0.19,-0.21,0.09,-0.08,-0.07,0.13,0.12,0.08,-0.06,-0.08,-0.09,-0.11,-0.14,0.1,-0.32,0.06,0.08,0.12,0.13,0.09
HDAC3,0.3,-0.36,0.39,0.09,0.3,0.31,0.11,0.07,0.18,0.33,-0.03,0.71,0.05,0.25,-0.17,0.15,-0.09,0.11,0.33,0.55
HDAC4,0.03,0.11,0.16,0.26,-0.08,-0.08,0.13,0.26,0.01,-0.26,0.06,0.06,-0.08,0.14,-0.3,-0.12,-0.03,0.01,0.08,0.04
HDAC5,-0.03,-0.04,0.13,0.21,-0.35,-0.29,-0.3,0.35,-0.41,-0.05,-0.42,1.28,-0.23,0.15,-0.93,-0.05,-0.34,0.11,0.04,0.39
HDAC6,0.44,0.19,0.58,0.06,0.29,0.32,0.29,0.19,0.13,0.13,0.5,0.39,0.06,0.32,0.1,0.35,-0.06,0.17,0.19,0.08
HDAC7,0.05,0.26,0.07,-0.02,0.18,0.44,0.27,0.25,0.33,0.4,0.24,0.08,-0.11,0.13,-0.16,0.19,0.34,0.02,-0.06,0.32
HDAC8,0.39,-0.19,0.34,0.02,-0.16,0.03,-0.47,0.04,-0.21,-0.08,-0.42,0.16,-0.03,0.37,-0.26,0.32,-0.25,0.03,-0.25,-0.41
HDAC9,0.15,-0.26,-0.71,0.11,-1.87,-0.32,-1.21,-0.27,-0.78,-0.34,-0.97,0.09,-0.68,-0.66,-1.22,-0.41,-0.2,0.43,-0.48,-0.33
HDDC2,-0.03,0.24,0.34,0.41,-0.52,0.24,0.16,0.27,0.09,0.03,0.29,0.35,0.33,0.18,0.46,-0.31,0.35,0.24,0.57,-0.08
HDDC3,0.29,0.22,0.41,0.59,-0.08,-0.1,-0.04,0.13,0.78,0.06,0.35,-0.03,0.23,0.26,0.23,-0.02,0.16,0.61,-0.11,0.29
HDGF,-0.05,0.11,0.26,0.55,0.1,0.28,0.13,-0.12,0.24,0.19,0.05,-0.25,0.14,0.07,-0.16,-0.02,0.17,0.33,-0.18,0.05
HDGFL2,0.15,-0.27,0.42,0.4,0.12,0.09,0.28,0.28,0.08,-0.11,-0.12,0.39,0.06,0.22,-0.26,0.23,-0.03,0.05,0.57,0.3
HDGFL3,0.27,0.26,0.47,0.81,0.07,0.13,0.32,0.51,-0.1,0.41,-0.48,1.49,0.07,0.45,-0.75,-0.19,0.07,0.45,0.4,0.79
HDHD2,0.06,0.38,0.21,0.82,-0.01,0.16,0,0.52,0.03,0.08,0.1,0.74,0.25,0.38,-0.24,-0.06,0.2,0.26,-0.08,0.11
HDHD3,-0.02,0.32,0.08,0.25,-0.22,-0.22,0.16,0.08,-0.14,-0.32,0.34,0.39,-0.08,0.08,0.11,-0.11,0.22,0.13,-0.44,0.06
HDHD5,0.15,0.1,0.32,0.27,-0.36,-0.08,0.19,0.01,-0.15,-0.37,0.24,-0.14,0.29,0.01,0.23,-0.12,-0.06,0.01,0.39,-0.18
HDLBP,0.12,0.01,-0.1,-0.12,0.24,0,0.07,-0.24,0.02,0.28,0.21,-0.8,-0.1,-0.12,0.3,0.14,0,-0.02,0.07,-0.1
HEATR1,-0.2,-0.19,0.1,-0.36,-0.26,-0.36,-0.29,-0.22,-0.36,-0.13,-0.49,-0.53,0.15,-0.04,-0.35,0.03,-0.37,-0.34,0.07,-0.29
HEATR3,-0.43,-0.2,-0.28,-0.38,-0.06,-0.4,-0.38,-0.29,-0.3,-0.02,-0.16,-0.68,-0.05,-0.38,0,-0.32,-0.55,-0.31,-0.07,-0.43
HEATR5A,-0.04,-0.02,-0.38,-0.48,-0.05,-0.09,-0.22,-0.26,0.03,0.03,0.13,-0.15,-0.05,-0.26,0.08,-0.02,-0.16,-0.21,-0.3,-0.12
HEATR5B,-0.03,-0.12,-0.06,-0.21,-0.14,0.08,-0.09,-0.31,0.24,-0.19,0.22,-0.06,0.04,-0.17,0.21,-0.27,0.09,-0.03,-0.07,-0.32
HEATR6,0.14,0.32,-0.19,0.05,0.14,0.23,0.07,0.26,0.15,-0.05,0.03,-0.14,-0.05,-0.03,0.11,0.05,-0.26,0.3,0.26,0.04
HEBP1,0.03,0.25,0.25,0.27,-0.06,0.4,-1.1,0.55,0.13,-0.12,-0.37,0.41,-0.1,0.39,-0.74,-0.04,0.05,-0.2,0.12,-0.05
HEBP2,-0.37,0.09,-0.09,0.13,-0.5,0.02,-0.18,-0.18,0.01,0.03,0.42,0.38,-0.19,-0.55,0.02,-0.54,-0.48,0,-0.07,-0.65
HECA,-0.02,0.01,0.17,0.11,0.1,0.13,0,0.22,0.06,0.08,-0.2,0.44,-0.29,0.37,-0.25,-0.1,0,0.04,0.05,0.41
HECTD1,0.02,-0.09,-0.15,-0.33,0.35,0.02,-0.08,-0.17,0.17,0.24,0.19,-0.32,-0.25,-0.05,0.34,-0.26,-0.08,-0.14,-0.19,0
HECTD3,0.1,0.17,-0.05,-0.14,0.45,0.24,0.13,-0.06,0.32,0.23,0.46,-0.07,0.04,0.03,0.58,-0.08,0.19,0.19,-0.19,0.11
HECTD4,-0.08,0.55,0.09,-0.08,0.2,0.18,0.29,-0.04,0.08,-0.11,0.21,0.04,-0.1,-0.03,0.13,-0.03,-0.06,0.03,-0.03,-0.13
HELB,0.23,-0.43,-0.46,NA,0.44,0.05,NA,0.23,0.08,NA,NA,0.03,-0.03,-0.09,-0.38,0.05,NA,NA,NA,0.05
HELLS,0.47,-0.01,-0.42,-0.33,-0.13,-0.36,-0.53,-0.09,-0.63,-0.36,-0.5,-0.76,0.17,-0.46,-0.29,0.13,-0.62,-0.76,0.5,-0.51
HELZ,0.33,0.46,0.11,-0.02,0.34,0.5,0.17,0.15,0.89,0.39,0.48,0.07,-0.03,0.17,0.72,0.26,0.54,-0.01,0.14,0.07
HELZ2,-0.04,0.56,-0.36,-0.06,0.2,-0.22,-0.16,-0.33,-0.02,0.35,0.04,0.08,-0.17,-0.29,-0.01,0.15,-0.1,-0.13,0.13,0.55
HEMK1,0.11,NA,NA,-0.15,NA,-0.47,NA,-0.32,-0.33,NA,NA,NA,0.49,0.15,NA,-0.01,NA,-0.26,NA,0.04
HEPH,0.55,0.07,0.35,0.44,1.61,0.28,0.57,0.96,0.18,1.59,0.1,0.51,0.59,0.42,0.4,0.88,0.67,0.17,0.59,0.65
HERC1,0.15,0.23,0.01,-0.2,0.58,0.34,-0.11,-0.02,0.29,0.09,0.33,-0.16,-0.03,0.09,0.45,0.01,0.19,0.04,-0.04,-0.05
HERC2,-0.03,0.19,-0.18,-0.2,0.01,0.02,-0.03,0.01,0.04,-0.02,-0.06,-0.12,-0.12,-0.05,-0.12,0.18,-0.05,-0.22,-0.01,0
HERC3,NA,2.8,-0.05,NA,NA,-0.76,-0.05,0.07,NA,0.83,-0.34,0.22,-0.62,-0.75,NA,NA,NA,NA,0.01,-0.42
HERC4,0.05,-0.11,0.36,0.08,0.1,0.04,-0.14,0.15,0.03,0.09,0.13,-0.03,0.19,0.18,0.34,-0.13,0.09,-0.04,0.08,-0.03
HERC5,-0.34,0.39,-0.68,-0.17,-0.48,-0.88,-0.9,0.05,-0.81,0.03,-1.13,0.94,-0.26,-0.5,-1.33,0.02,-0.65,-0.32,-0.02,1.22
HERC6,-0.88,0.51,-0.93,-0.39,-0.19,-0.76,-1.06,-0.27,-1.15,0.15,-1.18,-1,-0.31,-0.39,-0.73,0.21,-0.24,-0.75,NA,1.73
HERPUD1,-0.1,-0.4,-0.67,-0.86,-0.93,0.03,-0.3,-0.75,-0.09,-0.33,0.44,-0.27,-0.38,-1.07,-0.56,-0.29,-0.33,0.07,0.01,-0.8
